"Date;Time;4G Total Traffic (GB)"
"02/02/2024;00:00;26.793"
"02/02/2024;00:00;29.838"
"02/02/2024;00:00;11.621"
"02/02/2024;00:00;37.225"
"02/02/2024;00:00;48.906"
"02/02/2024;00:00;11.379"
"02/02/2024;00:00;47.054"
"02/02/2024;00:00;52.502"
"02/02/2024;00:00;12.495"
"02/02/2024;00:00;0.2949"
"02/02/2024;00:00;0.4034"
"02/02/2024;00:00;18.417"
"02/02/2024;00:00;64.982"
"02/02/2024;00:00;84.699"
"02/02/2024;00:00;2.564"
"02/02/2024;00:00;25.886"
"02/02/2024;00:00;48.498"
"02/02/2024;00:00;25.126"
"02/02/2024;00:00;59.299"
"02/02/2024;01:00;14.362"
"02/02/2024;01:00;24.893"
"02/02/2024;01:00;0.5103"
"02/02/2024;01:00;22.602"
"02/02/2024;01:00;31.252"
"02/02/2024;01:00;10.417"
"02/02/2024;01:00;27.904"
"02/02/2024;01:00;39.044"
"02/02/2024;01:00;0.8853"
"02/02/2024;01:00;12.712"
"02/02/2024;01:00;0.9342"
"02/02/2024;01:00;0.9158"
"02/02/2024;01:00;47.716"
"02/02/2024;01:00;71.515"
"02/02/2024;01:00;19.323"
"02/02/2024;01:00;17.306"
"02/02/2024;01:00;5.4"
"02/02/2024;01:00;15.578"
"02/02/2024;01:00;49.187"
"02/02/2024;02:00;17.055"
"02/02/2024;02:00;18.511"
"02/02/2024;02:00;0.1724"
"02/02/2024;02:00;13.555"
"02/02/2024;02:00;18.665"
"02/02/2024;02:00;0.1962"
"02/02/2024;02:00;19.851"
"02/02/2024;02:00;42.781"
"02/02/2024;02:00;0.4813"
"02/02/2024;02:00;15.745"
"02/02/2024;02:00;0.1246"
"02/02/2024;02:00;0.5302"
"02/02/2024;02:00;35.213"
"02/02/2024;02:00;4.044"
"02/02/2024;02:00;1.568"
"02/02/2024;02:00;12.351"
"02/02/2024;02:00;4.041"
"02/02/2024;02:00;0.7082"
"02/02/2024;02:00;30.709"
"02/02/2024;03:00;0.7886"
"02/02/2024;03:00;0.6727"
"02/02/2024;03:00;0.0724"
"02/02/2024;03:00;0.8495"
"02/02/2024;03:00;10.878"
"02/02/2024;03:00;0.0615"
"02/02/2024;03:00;17.993"
"02/02/2024;03:00;19.651"
"02/02/2024;03:00;0.4152"
"02/02/2024;03:00;12.445"
"02/02/2024;03:00;0.1671"
"02/02/2024;03:00;11.874"
"02/02/2024;03:00;2.834"
"02/02/2024;03:00;42.006"
"02/02/2024;03:00;0.9531"
"02/02/2024;03:00;11.352"
"02/02/2024;03:00;20.323"
"02/02/2024;03:00;0.6075"
"02/02/2024;03:00;26.642"
"02/02/2024;04:00;0"
"02/02/2024;04:00;0"
"02/02/2024;04:00;0.0778"
"02/02/2024;04:00;0.82"
"02/02/2024;04:00;0.6756"
"02/02/2024;04:00;0.3924"
"02/02/2024;04:00;20.759"
"02/02/2024;04:00;21.938"
"02/02/2024;04:00;0.3461"
"02/02/2024;04:00;0.1877"
"02/02/2024;04:00;0.1688"
"02/02/2024;04:00;0.48"
"02/02/2024;04:00;34.324"
"02/02/2024;04:00;3.354"
"02/02/2024;04:00;0.5773"
"02/02/2024;04:00;0.3748"
"02/02/2024;04:00;20.278"
"02/02/2024;04:00;0.2942"
"02/02/2024;04:00;21.281"
"02/02/2024;05:00;12.863"
"02/02/2024;05:00;1.029"
"02/02/2024;05:00;0.0451"
"02/02/2024;05:00;17.139"
"02/02/2024;05:00;12.667"
"02/02/2024;05:00;0.8207"
"02/02/2024;05:00;42.971"
"02/02/2024;05:00;36.704"
"02/02/2024;05:00;0.7383"
"02/02/2024;05:00;0.2067"
"02/02/2024;05:00;0.2508"
"02/02/2024;05:00;0.6852"
"02/02/2024;05:00;48.653"
"02/02/2024;05:00;35.782"
"02/02/2024;05:00;22.784"
"02/02/2024;05:00;0.8307"
"02/02/2024;05:00;37.555"
"02/02/2024;05:00;11.934"
"02/02/2024;05:00;3.784"
"02/02/2024;06:00;34.888"
"02/02/2024;06:00;3.053"
"02/02/2024;06:00;0.32"
"02/02/2024;06:00;44.155"
"02/02/2024;06:00;33.405"
"02/02/2024;06:00;0.7188"
"02/02/2024;06:00;46.619"
"02/02/2024;06:00;38.092"
"02/02/2024;06:00;0.7132"
"02/02/2024;06:00;0.4971"
"02/02/2024;06:00;0.4143"
"02/02/2024;06:00;0.6468"
"02/02/2024;06:00;66.754"
"02/02/2024;06:00;55.664"
"02/02/2024;06:00;21.732"
"02/02/2024;06:00;18.084"
"02/02/2024;06:00;31.116"
"02/02/2024;06:00;13.292"
"02/02/2024;06:00;39.406"
"02/02/2024;07:00;54.648"
"02/02/2024;07:00;26.313"
"02/02/2024;07:00;0.5429"
"02/02/2024;07:00;52.102"
"02/02/2024;07:00;38.481"
"02/02/2024;07:00;16.446"
"02/02/2024;07:00;57.646"
"02/02/2024;07:00;47.068"
"02/02/2024;07:00;17.042"
"02/02/2024;07:00;0.5092"
"02/02/2024;07:00;0.346"
"02/02/2024;07:00;0.669"
"02/02/2024;07:00;92.032"
"02/02/2024;07:00;65.771"
"02/02/2024;07:00;34.442"
"02/02/2024;07:00;23.104"
"02/02/2024;07:00;36.325"
"02/02/2024;07:00;15.805"
"02/02/2024;07:00;54.765"
"02/02/2024;08:00;50.443"
"02/02/2024;08:00;29.366"
"02/02/2024;08:00;0.7009"
"02/02/2024;08:00;55.773"
"02/02/2024;08:00;33.974"
"02/02/2024;08:00;0.9729"
"02/02/2024;08:00;71.927"
"02/02/2024;08:00;43.709"
"02/02/2024;08:00;22.281"
"02/02/2024;08:00;0.9035"
"02/02/2024;08:00;0.7272"
"02/02/2024;08:00;0.8648"
"02/02/2024;08:00;89.176"
"02/02/2024;08:00;72.136"
"02/02/2024;08:00;40.326"
"02/02/2024;08:00;20.775"
"02/02/2024;08:00;37.724"
"02/02/2024;08:00;16.406"
"02/02/2024;08:00;57.603"
"02/02/2024;09:00;45.514"
"02/02/2024;09:00;37.527"
"02/02/2024;09:00;0.731"
"02/02/2024;09:00;48.877"
"02/02/2024;09:00;47.514"
"02/02/2024;09:00;11.155"
"02/02/2024;09:00;64.019"
"02/02/2024;09:00;56.516"
"02/02/2024;09:00;12.781"
"02/02/2024;09:00;0.6438"
"02/02/2024;09:00;0.9404"
"02/02/2024;09:00;0.8366"
"02/02/2024;09:00;97.587"
"02/02/2024;09:00;96.248"
"02/02/2024;09:00;41.937"
"02/02/2024;09:00;1.996"
"02/02/2024;09:00;43.806"
"02/02/2024;09:00;15.065"
"02/02/2024;09:00;54.942"
"02/02/2024;10:00;45.509"
"02/02/2024;10:00;4.319"
"02/02/2024;10:00;12.994"
"02/02/2024;10:00;59.111"
"02/02/2024;10:00;47.498"
"02/02/2024;10:00;15.718"
"02/02/2024;10:00;63.922"
"02/02/2024;10:00;64.384"
"02/02/2024;10:00;18.154"
"02/02/2024;10:00;0.8097"
"02/02/2024;10:00;0.4908"
"02/02/2024;10:00;0.5258"
"02/02/2024;10:00;106.056"
"02/02/2024;10:00;100.721"
"02/02/2024;10:00;59.868"
"02/02/2024;10:00;22.335"
"02/02/2024;10:00;43.501"
"02/02/2024;10:00;19.789"
"02/02/2024;10:00;59.088"
"02/02/2024;11:00;49.373"
"02/02/2024;11:00;41.864"
"02/02/2024;11:00;17.607"
"02/02/2024;11:00;59.145"
"02/02/2024;11:00;51.544"
"02/02/2024;11:00;20.726"
"02/02/2024;11:00;72.232"
"02/02/2024;11:00;6.327"
"02/02/2024;11:00;34.666"
"02/02/2024;11:00;0.5111"
"02/02/2024;11:00;0.7188"
"02/02/2024;11:00;0.7754"
"02/02/2024;11:00;11.379"
"02/02/2024;11:00;115.575"
"02/02/2024;11:00;50.012"
"02/02/2024;11:00;27.552"
"02/02/2024;11:00;58.632"
"02/02/2024;11:00;20.805"
"02/02/2024;11:00;74.949"
"02/02/2024;12:00;40.373"
"02/02/2024;12:00;40.047"
"02/02/2024;12:00;1.425"
"02/02/2024;12:00;54.151"
"02/02/2024;12:00;44.295"
"02/02/2024;12:00;12.434"
"02/02/2024;12:00;64.921"
"02/02/2024;12:00;64.123"
"02/02/2024;12:00;26.782"
"02/02/2024;12:00;0.4464"
"02/02/2024;12:00;0.9747"
"02/02/2024;12:00;10.758"
"02/02/2024;12:00;113.843"
"02/02/2024;12:00;105.798"
"02/02/2024;12:00;43.214"
"02/02/2024;12:00;25.505"
"02/02/2024;12:00;53.231"
"02/02/2024;12:00;25.883"
"02/02/2024;12:00;68.354"
"02/02/2024;13:00;39.604"
"02/02/2024;13:00;45.233"
"02/02/2024;13:00;1.526"
"02/02/2024;13:00;46.931"
"02/02/2024;13:00;42.475"
"02/02/2024;13:00;15.445"
"02/02/2024;13:00;68.734"
"02/02/2024;13:00;67.055"
"02/02/2024;13:00;17.877"
"02/02/2024;13:00;0.3729"
"02/02/2024;13:00;0.8872"
"02/02/2024;13:00;0.8302"
"02/02/2024;13:00;115.238"
"02/02/2024;13:00;101.155"
"02/02/2024;13:00;42.196"
"02/02/2024;13:00;22.756"
"02/02/2024;13:00;44.661"
"02/02/2024;13:00;26.879"
"02/02/2024;13:00;73.861"
"02/02/2024;14:00;41.869"
"02/02/2024;14:00;39.194"
"02/02/2024;14:00;12.199"
"02/02/2024;14:00;49.508"
"02/02/2024;14:00;47.352"
"02/02/2024;14:00;1.593"
"02/02/2024;14:00;65.337"
"02/02/2024;14:00;64.187"
"02/02/2024;14:00;22.008"
"02/02/2024;14:00;0.6924"
"02/02/2024;14:00;0.6766"
"02/02/2024;14:00;0.9716"
"02/02/2024;14:00;101.061"
"02/02/2024;14:00;112.696"
"02/02/2024;14:00;49.983"
"02/02/2024;14:00;21.365"
"02/02/2024;14:00;49.159"
"02/02/2024;14:00;18.179"
"02/02/2024;14:00;72.507"
"02/02/2024;15:00;40.815"
"02/02/2024;15:00;42.064"
"02/02/2024;15:00;14.988"
"02/02/2024;15:00;54.794"
"02/02/2024;15:00;53.816"
"02/02/2024;15:00;17.097"
"02/02/2024;15:00;6.69"
"02/02/2024;15:00;69.105"
"02/02/2024;15:00;25.802"
"02/02/2024;15:00;0.8221"
"02/02/2024;15:00;0.5123"
"02/02/2024;15:00;11.521"
"02/02/2024;15:00;111.368"
"02/02/2024;15:00;139.451"
"02/02/2024;15:00;52.892"
"02/02/2024;15:00;25.465"
"02/02/2024;15:00;55.784"
"02/02/2024;15:00;26.035"
"02/02/2024;15:00;7.819"
"02/02/2024;16:00;40.342"
"02/02/2024;16:00;3.655"
"02/02/2024;16:00;0.9784"
"02/02/2024;16:00;55.961"
"02/02/2024;16:00;42.691"
"02/02/2024;16:00;13.512"
"02/02/2024;16:00;66.653"
"02/02/2024;16:00;71.793"
"02/02/2024;16:00;19.775"
"02/02/2024;16:00;16.911"
"02/02/2024;16:00;0.6205"
"02/02/2024;16:00;14.102"
"02/02/2024;16:00;104.104"
"02/02/2024;16:00;112.702"
"02/02/2024;16:00;46.543"
"02/02/2024;16:00;2.157"
"02/02/2024;16:00;50.151"
"02/02/2024;16:00;23.027"
"02/02/2024;16:00;82.802"
"02/02/2024;17:00;45.008"
"02/02/2024;17:00;40.618"
"02/02/2024;17:00;11.265"
"02/02/2024;17:00;6.172"
"02/02/2024;17:00;49.088"
"02/02/2024;17:00;19.048"
"02/02/2024;17:00;72.626"
"02/02/2024;17:00;68.468"
"02/02/2024;17:00;23.569"
"02/02/2024;17:00;1.033"
"02/02/2024;17:00;0.5848"
"02/02/2024;17:00;0.7503"
"02/02/2024;17:00;112.994"
"02/02/2024;17:00;12.243"
"02/02/2024;17:00;50.783"
"02/02/2024;17:00;29.034"
"02/02/2024;17:00;61.386"
"02/02/2024;17:00;33.495"
"02/02/2024;17:00;85.111"
"02/02/2024;18:00;45.513"
"02/02/2024;18:00;46.074"
"02/02/2024;18:00;15.828"
"02/02/2024;18:00;67.644"
"02/02/2024;18:00;49.096"
"02/02/2024;18:00;19.253"
"02/02/2024;18:00;8.774"
"02/02/2024;18:00;73.135"
"02/02/2024;18:00;30.461"
"02/02/2024;18:00;11.024"
"02/02/2024;18:00;0.5484"
"02/02/2024;18:00;19.166"
"02/02/2024;18:00;113.261"
"02/02/2024;18:00;129.068"
"02/02/2024;18:00;54.006"
"02/02/2024;18:00;37.306"
"02/02/2024;18:00;74.121"
"02/02/2024;18:00;3.423"
"02/02/2024;18:00;93.387"
"02/02/2024;19:00;39.588"
"02/02/2024;19:00;42.723"
"02/02/2024;19:00;1.246"
"02/02/2024;19:00;60.949"
"02/02/2024;19:00;55.654"
"02/02/2024;19:00;17.908"
"02/02/2024;19:00;82.144"
"02/02/2024;19:00;83.864"
"02/02/2024;19:00;24.329"
"02/02/2024;19:00;10.566"
"02/02/2024;19:00;0.4938"
"02/02/2024;19:00;2.752"
"02/02/2024;19:00;117.518"
"02/02/2024;19:00;123.384"
"02/02/2024;19:00;55.571"
"02/02/2024;19:00;29.806"
"02/02/2024;19:00;59.981"
"02/02/2024;19:00;33.849"
"02/02/2024;19:00;86.381"
"02/02/2024;20:00;61.276"
"02/02/2024;20:00;4.098"
"02/02/2024;20:00;0.8693"
"02/02/2024;20:00;61.215"
"02/02/2024;20:00;55.417"
"02/02/2024;20:00;1.619"
"02/02/2024;20:00;93.388"
"02/02/2024;20:00;94.964"
"02/02/2024;20:00;2.661"
"02/02/2024;20:00;11.585"
"02/02/2024;20:00;0.7784"
"02/02/2024;20:00;18.468"
"02/02/2024;20:00;119.117"
"02/02/2024;20:00;13.005"
"02/02/2024;20:00;48.055"
"02/02/2024;20:00;40.646"
"02/02/2024;20:00;61.875"
"02/02/2024;20:00;39.993"
"02/02/2024;20:00;103.705"
"02/02/2024;21:00;55.796"
"02/02/2024;21:00;43.586"
"02/02/2024;21:00;13.546"
"02/02/2024;21:00;50.971"
"02/02/2024;21:00;58.569"
"02/02/2024;21:00;17.186"
"02/02/2024;21:00;86.585"
"02/02/2024;21:00;82.582"
"02/02/2024;21:00;23.508"
"02/02/2024;21:00;0.9269"
"02/02/2024;21:00;0.5896"
"02/02/2024;21:00;10.769"
"02/02/2024;21:00;126.753"
"02/02/2024;21:00;133.782"
"02/02/2024;21:00;4.218"
"02/02/2024;21:00;4.067"
"02/02/2024;21:00;64.794"
"02/02/2024;21:00;33.146"
"02/02/2024;21:00;118.369"
"02/02/2024;22:00;4.597"
"02/02/2024;22:00;5.624"
"02/02/2024;22:00;10.486"
"02/02/2024;22:00;5.28"
"02/02/2024;22:00;52.399"
"02/02/2024;22:00;18.065"
"02/02/2024;22:00;67.026"
"02/02/2024;22:00;76.366"
"02/02/2024;22:00;25.994"
"02/02/2024;22:00;0.7254"
"02/02/2024;22:00;0.7013"
"02/02/2024;22:00;26.341"
"02/02/2024;22:00;123.484"
"02/02/2024;22:00;111.317"
"02/02/2024;22:00;4.608"
"02/02/2024;22:00;24.309"
"02/02/2024;22:00;55.718"
"02/02/2024;22:00;26.206"
"02/02/2024;22:00;103.691"
"02/02/2024;23:00;38.636"
"02/02/2024;23:00;42.166"
"02/02/2024;23:00;0.8488"
"02/02/2024;23:00;50.034"
"02/02/2024;23:00;62.849"
"02/02/2024;23:00;1.494"
"02/02/2024;23:00;55.971"
"02/02/2024;23:00;59.047"
"02/02/2024;23:00;13.559"
"02/02/2024;23:00;0.7097"
"02/02/2024;23:00;0.7791"
"02/02/2024;23:00;12.237"
"02/02/2024;23:00;103.753"
"02/02/2024;23:00;89.906"
"02/02/2024;23:00;73.488"
"02/02/2024;23:00;3.333"
"02/02/2024;23:00;51.019"
"02/02/2024;23:00;27.103"
"02/02/2024;23:00;7.223"
"02/03/2024;00:00;26.933"
"02/03/2024;00:00;38.241"
"02/03/2024;00:00;0.9858"
"02/03/2024;00:00;38.837"
"02/03/2024;00:00;37.377"
"02/03/2024;00:00;0.7423"
"02/03/2024;00:00;51.471"
"02/03/2024;00:00;52.717"
"02/03/2024;00:00;0.8074"
"02/03/2024;00:00;0.3763"
"02/03/2024;00:00;0.6097"
"02/03/2024;00:00;15.747"
"02/03/2024;00:00;82.947"
"02/03/2024;00:00;77.372"
"02/03/2024;00:00;41.777"
"02/03/2024;00:00;21.715"
"02/03/2024;00:00;5.078"
"02/03/2024;00:00;23.746"
"02/03/2024;00:00;7.193"
"02/03/2024;01:00;20.536"
"02/03/2024;01:00;23.286"
"02/03/2024;01:00;0.3462"
"02/03/2024;01:00;33.497"
"02/03/2024;01:00;33.782"
"02/03/2024;01:00;0.5537"
"02/03/2024;01:00;40.923"
"02/03/2024;01:00;55.467"
"02/03/2024;01:00;16.826"
"02/03/2024;01:00;0.2429"
"02/03/2024;01:00;0.2711"
"02/03/2024;01:00;11.013"
"02/03/2024;01:00;49.374"
"02/03/2024;01:00;60.136"
"02/03/2024;01:00;21.899"
"02/03/2024;01:00;28.918"
"02/03/2024;01:00;3.921"
"02/03/2024;01:00;19.527"
"02/03/2024;01:00;4.899"
"02/03/2024;02:00;15.282"
"02/03/2024;02:00;20.447"
"02/03/2024;02:00;10.947"
"02/03/2024;02:00;16.929"
"02/03/2024;02:00;1.956"
"02/03/2024;02:00;0.4711"
"02/03/2024;02:00;26.683"
"02/03/2024;02:00;39.639"
"02/03/2024;02:00;0.8386"
"02/03/2024;02:00;0.2543"
"02/03/2024;02:00;0.1775"
"02/03/2024;02:00;0.3198"
"02/03/2024;02:00;29.127"
"02/03/2024;02:00;52.421"
"02/03/2024;02:00;13.814"
"02/03/2024;02:00;0.646"
"02/03/2024;02:00;20.632"
"02/03/2024;02:00;13.584"
"02/03/2024;02:00;29.573"
"02/03/2024;03:00;0.3796"
"02/03/2024;03:00;32.696"
"02/03/2024;03:00;0.2187"
"02/03/2024;03:00;22.485"
"02/03/2024;03:00;25.622"
"02/03/2024;03:00;0.4298"
"02/03/2024;03:00;19.194"
"02/03/2024;03:00;39.507"
"02/03/2024;03:00;13.104"
"02/03/2024;03:00;0.0558"
"02/03/2024;03:00;0.3346"
"02/03/2024;03:00;0.3555"
"02/03/2024;03:00;26.177"
"02/03/2024;03:00;4.755"
"02/03/2024;03:00;0.4369"
"02/03/2024;03:00;0.3579"
"02/03/2024;03:00;11.275"
"02/03/2024;03:00;0.661"
"02/03/2024;03:00;16.115"
"02/03/2024;04:00;0"
"02/03/2024;04:00;36.709"
"02/03/2024;04:00;0"
"02/03/2024;04:00;0.9917"
"02/03/2024;04:00;26.014"
"02/03/2024;04:00;0.089"
"02/03/2024;04:00;37.245"
"02/03/2024;04:00;21.817"
"02/03/2024;04:00;0.61"
"02/03/2024;04:00;0.2014"
"02/03/2024;04:00;0.0863"
"02/03/2024;04:00;0.4768"
"02/03/2024;04:00;45.056"
"02/03/2024;04:00;7.454"
"02/03/2024;04:00;0.6033"
"02/03/2024;04:00;0"
"02/03/2024;04:00;1.757"
"02/03/2024;04:00;0.3908"
"02/03/2024;04:00;23.075"
"02/03/2024;05:00;0.6998"
"02/03/2024;05:00;38.635"
"02/03/2024;05:00;0.0165"
"02/03/2024;05:00;0.576"
"02/03/2024;05:00;3.811"
"02/03/2024;05:00;0.1208"
"02/03/2024;05:00;56.533"
"02/03/2024;05:00;37.106"
"02/03/2024;05:00;11.124"
"02/03/2024;05:00;0.3543"
"02/03/2024;05:00;0.3508"
"02/03/2024;05:00;0.9123"
"02/03/2024;05:00;64.221"
"02/03/2024;05:00;42.676"
"02/03/2024;05:00;14.522"
"02/03/2024;05:00;0.3719"
"02/03/2024;05:00;39.231"
"02/03/2024;05:00;0.3713"
"02/03/2024;05:00;55.872"
"02/03/2024;06:00;28.115"
"02/03/2024;06:00;29.887"
"02/03/2024;06:00;0.4686"
"02/03/2024;06:00;32.499"
"02/03/2024;06:00;35.831"
"02/03/2024;06:00;1.113"
"02/03/2024;06:00;5.034"
"02/03/2024;06:00;36.121"
"02/03/2024;06:00;0.6165"
"02/03/2024;06:00;0.6402"
"02/03/2024;06:00;0.1706"
"02/03/2024;06:00;10.699"
"02/03/2024;06:00;59.843"
"02/03/2024;06:00;55.398"
"02/03/2024;06:00;24.153"
"02/03/2024;06:00;16.207"
"02/03/2024;06:00;35.091"
"02/03/2024;06:00;19.828"
"02/03/2024;06:00;39.395"
"02/03/2024;07:00;35.335"
"02/03/2024;07:00;33.617"
"02/03/2024;07:00;0.3918"
"02/03/2024;07:00;42.965"
"02/03/2024;07:00;45.178"
"02/03/2024;07:00;10.183"
"02/03/2024;07:00;48.421"
"02/03/2024;07:00;55.437"
"02/03/2024;07:00;1.298"
"02/03/2024;07:00;0.6429"
"02/03/2024;07:00;0.6373"
"02/03/2024;07:00;0.6125"
"02/03/2024;07:00;70.662"
"02/03/2024;07:00;65.863"
"02/03/2024;07:00;32.661"
"02/03/2024;07:00;18.536"
"02/03/2024;07:00;35.063"
"02/03/2024;07:00;13.726"
"02/03/2024;07:00;47.565"
"02/03/2024;08:00;44.436"
"02/03/2024;08:00;29.465"
"02/03/2024;08:00;0.8947"
"02/03/2024;08:00;48.919"
"02/03/2024;08:00;43.462"
"02/03/2024;08:00;0.6418"
"02/03/2024;08:00;6.454"
"02/03/2024;08:00;48.962"
"02/03/2024;08:00;1.472"
"02/03/2024;08:00;1.185"
"02/03/2024;08:00;0.6216"
"02/03/2024;08:00;11.878"
"02/03/2024;08:00;99.306"
"02/03/2024;08:00;71.344"
"02/03/2024;08:00;26.063"
"02/03/2024;08:00;19.368"
"02/03/2024;08:00;37.685"
"02/03/2024;08:00;16.787"
"02/03/2024;08:00;62.547"
"02/03/2024;09:00;46.185"
"02/03/2024;09:00;31.392"
"02/03/2024;09:00;0.9351"
"02/03/2024;09:00;58.625"
"02/03/2024;09:00;4.366"
"02/03/2024;09:00;0.9336"
"02/03/2024;09:00;65.269"
"02/03/2024;09:00;45.289"
"02/03/2024;09:00;15.914"
"02/03/2024;09:00;0.6312"
"02/03/2024;09:00;0.6656"
"02/03/2024;09:00;12.077"
"02/03/2024;09:00;94.607"
"02/03/2024;09:00;78.307"
"02/03/2024;09:00;37.845"
"02/03/2024;09:00;25.463"
"02/03/2024;09:00;47.824"
"02/03/2024;09:00;24.533"
"02/03/2024;09:00;54.478"
"02/03/2024;10:00;40.106"
"02/03/2024;10:00;42.688"
"02/03/2024;10:00;0.9637"
"02/03/2024;10:00;58.942"
"02/03/2024;10:00;55.872"
"02/03/2024;10:00;0.8864"
"02/03/2024;10:00;68.091"
"02/03/2024;10:00;57.745"
"02/03/2024;10:00;22.002"
"02/03/2024;10:00;0.7343"
"02/03/2024;10:00;0.4278"
"02/03/2024;10:00;0.6904"
"02/03/2024;10:00;97.507"
"02/03/2024;10:00;84.713"
"02/03/2024;10:00;38.815"
"02/03/2024;10:00;26.869"
"02/03/2024;10:00;48.443"
"02/03/2024;10:00;19.702"
"02/03/2024;10:00;62.182"
"02/03/2024;11:00;42.206"
"02/03/2024;11:00;40.957"
"02/03/2024;11:00;13.706"
"02/03/2024;11:00;55.419"
"02/03/2024;11:00;55.512"
"02/03/2024;11:00;11.167"
"02/03/2024;11:00;70.229"
"02/03/2024;11:00;58.484"
"02/03/2024;11:00;15.255"
"02/03/2024;11:00;0.4697"
"02/03/2024;11:00;0.8279"
"02/03/2024;11:00;10.972"
"02/03/2024;11:00;90.423"
"02/03/2024;11:00;119.302"
"02/03/2024;11:00;3.215"
"02/03/2024;11:00;28.521"
"02/03/2024;11:00;59.166"
"02/03/2024;11:00;25.235"
"02/03/2024;11:00;67.097"
"02/03/2024;12:00;40.254"
"02/03/2024;12:00;41.155"
"02/03/2024;12:00;12.021"
"02/03/2024;12:00;52.517"
"02/03/2024;12:00;56.984"
"02/03/2024;12:00;13.539"
"02/03/2024;12:00;71.014"
"02/03/2024;12:00;79.977"
"02/03/2024;12:00;25.069"
"02/03/2024;12:00;0.4253"
"02/03/2024;12:00;1.295"
"02/03/2024;12:00;12.386"
"02/03/2024;12:00;104.133"
"02/03/2024;12:00;138.863"
"02/03/2024;12:00;38.318"
"02/03/2024;12:00;2.482"
"02/03/2024;12:00;50.663"
"02/03/2024;12:00;21.008"
"02/03/2024;12:00;79.997"
"02/03/2024;13:00;4.471"
"02/03/2024;13:00;29.383"
"02/03/2024;13:00;11.083"
"02/03/2024;13:00;55.021"
"02/03/2024;13:00;43.602"
"02/03/2024;13:00;0.889"
"02/03/2024;13:00;57.968"
"02/03/2024;13:00;60.816"
"02/03/2024;13:00;25.709"
"02/03/2024;13:00;0.6063"
"02/03/2024;13:00;0.8049"
"02/03/2024;13:00;11.613"
"02/03/2024;13:00;119.169"
"02/03/2024;13:00;141.244"
"02/03/2024;13:00;36.161"
"02/03/2024;13:00;24.253"
"02/03/2024;13:00;38.626"
"02/03/2024;13:00;22.933"
"02/03/2024;13:00;82.115"
"02/03/2024;14:00;37.221"
"02/03/2024;14:00;38.468"
"02/03/2024;14:00;0.9796"
"02/03/2024;14:00;54.788"
"02/03/2024;14:00;55.402"
"02/03/2024;14:00;0.8758"
"02/03/2024;14:00;67.261"
"02/03/2024;14:00;54.876"
"02/03/2024;14:00;21.896"
"02/03/2024;14:00;0.2824"
"02/03/2024;14:00;0.371"
"02/03/2024;14:00;20.587"
"02/03/2024;14:00;100.519"
"02/03/2024;14:00;133.514"
"02/03/2024;14:00;3.969"
"02/03/2024;14:00;31.786"
"02/03/2024;14:00;45.556"
"02/03/2024;14:00;26.007"
"02/03/2024;14:00;70.831"
"02/03/2024;15:00;37.836"
"02/03/2024;15:00;35.834"
"02/03/2024;15:00;10.485"
"02/03/2024;15:00;57.847"
"02/03/2024;15:00;44.705"
"02/03/2024;15:00;12.749"
"02/03/2024;15:00;67.524"
"02/03/2024;15:00;69.163"
"02/03/2024;15:00;24.468"
"02/03/2024;15:00;0.7589"
"02/03/2024;15:00;0.6745"
"02/03/2024;15:00;12.833"
"02/03/2024;15:00;95.073"
"02/03/2024;15:00;141.771"
"02/03/2024;15:00;34.848"
"02/03/2024;15:00;20.885"
"02/03/2024;15:00;43.398"
"02/03/2024;15:00;27.698"
"02/03/2024;15:00;66.961"
"02/03/2024;16:00;4.161"
"02/03/2024;16:00;39.345"
"02/03/2024;16:00;10.171"
"02/03/2024;16:00;50.873"
"02/03/2024;16:00;53.181"
"02/03/2024;16:00;13.108"
"02/03/2024;16:00;72.804"
"02/03/2024;16:00;70.401"
"02/03/2024;16:00;21.675"
"02/03/2024;16:00;0.8953"
"02/03/2024;16:00;0.4684"
"02/03/2024;16:00;12.338"
"02/03/2024;16:00;102.594"
"02/03/2024;16:00;115.711"
"02/03/2024;16:00;41.708"
"02/03/2024;16:00;16.142"
"02/03/2024;16:00;46.228"
"02/03/2024;16:00;2.074"
"02/03/2024;16:00;56.973"
"02/03/2024;17:00;38.015"
"02/03/2024;17:00;43.046"
"02/03/2024;17:00;14.746"
"02/03/2024;17:00;48.137"
"02/03/2024;17:00;45.691"
"02/03/2024;17:00;1.313"
"02/03/2024;17:00;65.779"
"02/03/2024;17:00;79.389"
"02/03/2024;17:00;20.461"
"02/03/2024;17:00;0.6459"
"02/03/2024;17:00;0.4057"
"02/03/2024;17:00;20.753"
"02/03/2024;17:00;97.088"
"02/03/2024;17:00;102.321"
"02/03/2024;17:00;43.831"
"02/03/2024;17:00;23.115"
"02/03/2024;17:00;51.773"
"02/03/2024;17:00;2.568"
"02/03/2024;17:00;77.239"
"02/03/2024;18:00;38.842"
"02/03/2024;18:00;43.382"
"02/03/2024;18:00;0.8498"
"02/03/2024;18:00;56.428"
"02/03/2024;18:00;42.912"
"02/03/2024;18:00;13.421"
"02/03/2024;18:00;7.028"
"02/03/2024;18:00;7.893"
"02/03/2024;18:00;14.032"
"02/03/2024;18:00;0.7496"
"02/03/2024;18:00;0.6597"
"02/03/2024;18:00;19.641"
"02/03/2024;18:00;109.638"
"02/03/2024;18:00;115.948"
"02/03/2024;18:00;29.891"
